Date,Open,High,Low,Close,Volume
2006-01-03 00:00:00-05:00,2.180570005602715,2.2519702911376953,2.1766534459902216,2.2519702911376953,807234400
2006-01-04 00:00:00-05:00,2.2634187847742266,2.289026463640229,2.244438930776705,2.258598804473877,619603600
2006-01-05 00:00:00-05:00,2.2543802628874046,2.2564891795853,2.22184389768121,2.240823745727539,449422400
2006-01-06 00:00:00-05:00,2.267033296490006,2.310717189933039,2.2459445342152553,2.29866623878479,704457600
2006-01-09 00:00:00-05:00,2.311620774755755,2.325780643370076,2.281795472995017,2.2911343574523926,675040800
2006-01-10 00:00:00-05:00,2.2971595512036083,2.467074534702725,2.2845064553802263,2.4360437393188477,2279869200
2006-01-11 00:00:00-05:00,2.5258210181187772,2.554741883629824,2.48816241140292,2.5276286602020264,1493794400
2006-01-12 00:00:00-05:00,2.5598640998126223,2.6029450321423058,2.519193357079214,2.5393776893615723,1280809600
2006-01-13 00:00:00-05:00,2.5604667619855466,2.591196280894654,2.548717890723375,2.578543186187744,776305600
2006-01-17 00:00:00-05:00,2.581855609022641,2.602342014186072,2.526723944058565,2.552030324935913,835623600
2006-01-18 00:00:00-05:00,2.5029252128571873,2.5321481634324168,2.465868943617136,2.48514986038208,1200637200
2006-01-19 00:00:00-05:00,2.447793686146348,2.4601457096716692,2.3721755783702347,2.3812131881713867,1695848000
2006-01-20 00:00:00-05:00,2.3884445802172314,2.411340184187187,2.284506920765738,2.292340040206909,1134758800
2006-01-23 00:00:00-05:00,2.2926395612080226,2.396878423933144,2.2896274283522113,2.3399391174316406,1059730000
2006-01-24 00:00:00-05:00,2.3727774027318,2.3926616700965093,2.282698367212257,2.290832757949829,1142254400
2006-01-25 00:00:00-05:00,2.3315052634961244,2.3348188736587243,2.206780100104029,2.235400915145874,1275786400
2006-01-26 00:00:00-05:00,2.2453420593230002,2.272456092074757,2.167012698412585,2.179062843322754,1181387200
2006-01-27 00:00:00-05:00,2.197741731791839,2.2173239240252696,2.1420076917565836,2.17002534866333,953864800
2006-01-30 00:00:00-05:00,2.1441161285816817,2.3077035301073554,2.135077515021734,2.259500741958618,1398401200
2006-01-31 00:00:00-05:00,2.274565508279771,2.2998719041882305,2.2218437998578087,2.2748665809631348,913542000
2006-02-01 00:00:00-05:00,2.2579959802300626,2.303486922963185,2.2486562899259237,2.2721550464630127,521186400
2006-02-02 00:00:00-05:00,2.2625135339445253,2.270346649223903,2.1706268762995227,2.172133445739746,707322000
2006-02-03 00:00:00-05:00,2.176351238202509,2.192921089873275,2.1401994013422665,2.1646015644073486,692123600
2006-02-06 00:00:00-05:00,2.1697242719104675,2.184486284781595,2.0106547340610397,2.0275256633758545,1651767600
2006-02-07 00:00:00-05:00,2.05674840790509,2.093202326624757,2.008847495735419,2.0365638732910156,1388830800
2006-02-08 00:00:00-05:00,2.0633768715904783,2.081152229321706,1.9883618974944612,2.0730178356170654,953114400
2006-02-09 00:00:00-05:00,2.0817543604844038,2.085671121506776,1.9440756351275765,1.9567289352416992,1149764000
2006-02-10 00:00:00-05:00,1.963656968971298,2.038672714079366,1.8949685750525083,2.027827262878418,1760477600
2006-02-13 00:00:00-05:00,2.007341341831738,2.0109568283098844,1.9473888651851339,1.9494975805282593,883498000
2006-02-14 00:00:00-05:00,1.9612473173554006,2.051627433671501,1.9582349820070784,2.037768840789795,1160938800
2006-02-15 00:00:00-05:00,2.0233077268422734,2.097420059399015,2.010956509404947,2.085369110107422,1159771200
2006-02-16 00:00:00-05:00,2.106156919932383,2.1392956246049106,2.093202550919457,2.126039981842041,948175200
2006-02-17 00:00:00-05:00,2.1179064831988943,2.1356816402490804,2.0971189899004026,2.117605209350586,575999200
2006-02-21 00:00:00-05:00,2.126642210221823,2.132968757502268,2.069100536114055,2.0811514854431152,779606800
2006-02-22 00:00:00-05:00,2.0787416850353164,2.1591797679216254,2.048614308983028,2.1486353874206543,978238800
2006-02-23 00:00:00-05:00,2.1627951196993616,2.1992480357522894,2.1519486616428964,2.1615896224975586,856917600
2006-02-24 00:00:00-05:00,2.173339223586723,2.1959337478564747,2.1450196939507977,2.152853012084961,534744000
2006-02-27 00:00:00-05:00,2.168819702846856,2.1727364628131633,2.128450226030579,2.138693332672119,791240800
2006-02-28 00:00:00-05:00,2.156469363170595,2.181172815775376,2.051628265087016,2.0633771419525146,1266980400
2006-03-01 00:00:00-05:00,2.073920613333389,2.0935036080520524,2.049217372724857,2.081753730773926,763817600
2006-03-02 00:00:00-05:00,2.078439701244748,2.1085662625359745,2.0687989442014607,2.0971176624298096,625273600
2006-03-03 00:00:00-05:00,2.0907915591390087,2.1061569226405323,2.034455379000359,2.0401787757873535,737668400
2006-03-06 00:00:00-05:00,2.039275898884197,2.0401793181407046,1.9564278078097346,1.9726955890655518,912665600
2006-03-07 00:00:00-05:00,1.9811296143244057,2.015474604895842,1.9606440143418797,1.99769926071167,872877600
2006-03-08 00:00:00-05:00,1.9970983862085265,2.0245136989261825,1.968779654316695,1.9781185388565063,653251200
2006-03-09 00:00:00-05:00,1.9877593663043995,2.002521379409645,1.9223843633346718,1.9259990453720093,799304800
2006-03-10 00:00:00-05:00,1.929613650658846,1.942869290179833,1.8814108680432706,1.90370512008667,1043142800
2006-03-13 00:00:00-05:00,1.959740819739763,1.9967968900253927,1.9519085062044033,1.9787206649780273,861187600
2006-03-14 00:00:00-05:00,1.9814328653679856,2.0281291007995605,1.9732986733391202,2.0281291007995605,642020400
2006-03-15 00:00:00-05:00,2.0398773032730513,2.049819335085015,1.9738999738228358,1.9952898025512695,891996000
2006-03-16 00:00:00-05:00,2.013969321275194,2.015475891410616,1.9371465125275642,1.9374477863311768,749638400
